,timestamp,tweet_text,username,all_hashtags,followers_count,text
0,6/5/2019 13:47,@SmartCrowdAE Australia 🇦🇺  #WorldCup2019Quiz  #SmartCrowdContest #AFGvsAUS,b'Ashish21747492',"['WorldCup2019Quiz', 'SmartCrowdContest', 'AFGvsAUS']",8,australia    worldcup2019quiz    smartcrowdcontest   afgvsaus 
1,6/3/2019 11:19,@SmartCrowdAE Australia #SmartCrowdContest #AFGVSAUS @SmartCrowdAE,b'priyu_16',"['SmartCrowdContest', 'AFGVSAUS']",583,australia  smartcrowdcontest   afgvsaus 
2,6/3/2019 8:18,@sixitsports Bangladesh  #WiNiT #SixiT #Contest #Predict #Win @sixitsports #AFGvsAus #AfghanAtalan #Australia #cricket #CWC19 #Bristol #CWC2019 #WorldCupquiz  Join @HimanshuRijhwa3  @pavangaulkar14  @witty_vishal  @Jay_parmar17 @misssmita3  @Sanjiv_34,b'G_hsr7',"['WiNiT', 'SixiT', 'Contest', 'Predict', 'Win', 'AFGvsAus', 'AfghanAtalan', 'Australia', 'cricket', 'CWC19', 'Bristol', 'CWC2019', 'WorldCupquiz']",700,bangladesh   winit   sixit   contest   predict   win    afgvsaus   afghanatalan   australia   cricket   cwc19   bristol   cwc2019   worldcupquiz   join
3,6/3/2019 2:37,@SmartCrowdAE Australia #WorldCup2019Quiz  #SmartCrowdContest #AFGvsAUS,b'Shailes78836957',"['WorldCup2019Quiz', 'SmartCrowdContest', 'AFGvsAUS']",633,australia  worldcup2019quiz    smartcrowdcontest   afgvsaus 
4,6/2/2019 22:30,Defending champions Australia defeat Afghanistan by 7 wickets   #ICCWorldCup2019 #ICCWC2019 #CWC19 #AFGvAUS #AusvAFG #AFGvsAUS #AUSvsAFG #Afghanistan #Australia  https://t.co/kO0iSaoQaU,b'PigeonExpress_',"['ICCWorldCup2019', 'ICCWC2019', 'CWC19', 'AFGvAUS', 'AusvAFG', 'AFGvsAUS', 'AUSvsAFG', 'Afghanistan', 'Australia']",701,defending champions australia defeat afghanistan by 7 wickets    iccworldcup2019   iccwc2019   cwc19   afgvaus   ausvafg   afgvsaus   ausvsafg   afghanistan   australia 
5,6/2/2019 18:38,Love CRICKET? Follow @BadaCricket and stay updated. #SockThem! #CWC19     #WorldCup2019  #CWC2019 #AFGvsAUS #WIvsPAK #ICCCricketWorldCup2019 #CWC19 #PakistanCricketTeam #NZvsSL  #ICCCricketWorldCup #ICC2019 #Kohli #SAvBan #SAvsBAN   #PAKvENG #SouthAfrica #TeamIndia https://t.co/2rcm9eHRY6,b'BadaCricket',"['SockThem', 'CWC19', 'WorldCup2019', 'CWC2019', 'AFGvsAUS', 'WIvsPAK', 'ICCCricketWorldCup2019', 'CWC19', 'PakistanCricketTeam', 'NZvsSL', 'ICCCricketWorldCup', 'ICC2019', 'Kohli', 'SAvBan', 'SAvsBAN', 'PAKvENG', 'SouthAfrica', 'TeamIndia']",28,love cricket? follow  and stay updated.  sockthem!   cwc19   worldcup2019    cwc2019   afgvsaus   wivspak   icccricketworldcup2019   cwc19  pakistancricketteam   nzvssl    icccricketworldcup   icc2019   kohli   savban   savsban   pakveng   southafrica   teamindia 
6,6/2/2019 17:40,Defending champions Australia defeat Afghanistan by 7 wickets   #ICCWorldCup2019 #ICCWC2019 #CWC19 #AFGvAUS #AusvAFG #AFGvsAUS #AUSvsAFG #Afghanistan #Australia  https://t.co/kO0iSa7eMk,b'PigeonExpress_',"['ICCWorldCup2019', 'ICCWC2019', 'CWC19', 'AFGvAUS', 'AusvAFG', 'AFGvsAUS', 'AUSvsAFG', 'Afghanistan', 'Australia']",701,defending champions australia defeat afghanistan by 7 wickets    iccworldcup2019   iccwc2019   cwc19   afgvaus   ausvafg   afgvsaus   ausvsafg   afghanistan   australia 
7,6/2/2019 13:14,Love CRICKET? Follow @BadaCricket and stay updated. #SockThem! #CWC19    #WorldCup2019  #CWC2019 #AFGvsAUS #WIvsPAK #ICCCricketWorldCup2019 #CWC19  #SLvNZ #NZvsSL  #ICCCricketWorldCup #ICC2019 #Kohli #SAvBan #SAvsBAN   #Australia #SouthAfrica #TeamIndia https://t.co/URVJER2qTa,b'BadaCricket',"['SockThem', 'CWC19', 'WorldCup2019', 'CWC2019', 'AFGvsAUS', 'WIvsPAK', 'ICCCricketWorldCup2019', 'CWC19', 'SLvNZ', 'NZvsSL', 'ICCCricketWorldCup', 'ICC2019', 'Kohli', 'SAvBan', 'SAvsBAN', 'Australia', 'SouthAfrica', 'TeamIndia']",28,love cricket? follow  and stay updated.  sockthem!   cwc19   worldcup2019    cwc2019   afgvsaus   wivspak   icccricketworldcup2019   cwc19  slvnz   nzvssl    icccricketworldcup   icc2019   kohli   savban   savsban   australia   southafrica   teamindia 
8,6/2/2019 13:07,@sixitsports South Africa  #WiNiT #SixiT #Contest #Predict #Win @sixitsports #AFGvsAus #AfghanAtalan #Australia #cricket #CWC19 #Bristol #CWC2019 #WorldCupquiz  Join @raj_vijayan @LoveMusicandLFC @acidkidrock @deryl06 @sayed_ejaz,b'ArafatBagalkot',"['WiNiT', 'SixiT', 'Contest', 'Predict', 'Win', 'AFGvsAus', 'AfghanAtalan', 'Australia', 'cricket', 'CWC19', 'Bristol', 'CWC2019', 'WorldCupquiz']",41,south africa   winit   sixit   contest   predict   win    afgvsaus   afghanatalan   australia   cricket   cwc19   bristol   cwc2019   worldcupquiz   join
9,6/2/2019 10:41,@sixitsports South Africa  #WiNiT #SixiT #Contest #Predict #Win @sixitsports #AFGvsAus #AfghanAtalan #Australia #cricket #CWC19 #Bristol #CWC2019 #WorldCupquiz  join @mysterioussu @Sagar14Naik  @THEMURTUZA @porwal_shilpi  @taru_bhatt02 @acidkidrock  @gsrana4580  @SapnaChawla84__,b'montu13713',"['WiNiT', 'SixiT', 'Contest', 'Predict', 'Win', 'AFGvsAus', 'AfghanAtalan', 'Australia', 'cricket', 'CWC19', 'Bristol', 'CWC2019', 'WorldCupquiz']",1410,south africa   winit   sixit   contest   predict   win    afgvsaus   afghanatalan   australia   cricket   cwc19   bristol   cwc2019   worldcupquiz   join
10,6/2/2019 10:32,@SmartCrowdAE Australia #SmartCrowdContest #AFGVSAUS @SmartCrowdAE Join @NikitaBobade3 @PreetiSanghavi1 @misty_basu @PinkyDholakia @piyushpuri12,b'cuteushakumari',"['SmartCrowdContest', 'AFGVSAUS']",1379,australia  smartcrowdcontest   afgvsaus   join
11,6/2/2019 10:04,@sixitsports South Africa 🏆🏆🏆🏆😍😍🏏🏏🏏🏏 #WiNiT #SixiT #Contest #Predict #Win @sixitsports #AFGvsAus #AfghanAtalan #Australia #cricket #CWC19 #Bristol #CWC2019 #WorldCupquiz,b'jadumani_tarai',"['WiNiT', 'SixiT', 'Contest', 'Predict', 'Win', 'AFGvsAus', 'AfghanAtalan', 'Australia', 'cricket', 'CWC19', 'Bristol', 'CWC2019', 'WorldCupquiz']",131,south africa   winit   sixit   contest   predict   win    afgvsaus   afghanatalan   australia   cricket   cwc19   bristol   cwc2019   worldcupquiz 
12,6/2/2019 9:09,@sixitsports 👉South Africa👈  #WiNiT #SixiT #Contest #Predict #Win  @sixitsports  #AFGvsAus #AfghanAtalan #Australia #cricket #CWC19 #Bristol #CWC2019 #WorldCupquiz,b'Sanket_b23',"['WiNiT', 'SixiT', 'Contest', 'Predict', 'Win', 'AFGvsAus', 'AfghanAtalan', 'Australia', 'cricket', 'CWC19', 'Bristol', 'CWC2019', 'WorldCupquiz']",255,south africa   winit   sixit   contest   predict   win      afgvsaus   afghanatalan   australia   cricket   cwc19   bristol   cwc2019   worldcupquiz 
13,6/2/2019 9:03,@SmartCrowdAE Australia #SmartCrowdContest #AFGVSAUS  #WorldCup2019Quiz @CoolRahul_kumar  @shilpaparmar3  @PromisePoulose,b'skrana111',"['SmartCrowdContest', 'AFGVSAUS', 'WorldCup2019Quiz']",225,australia  smartcrowdcontest   afgvsaus    worldcup2019quiz 
14,6/2/2019 8:57,@SmartCrowdAE Australia #SmartCrowdContest #AFGVSAUS  #WorldCup2019Quiz @semeet  @namitavsuri  @Shilpa4669,b'parulghalout',"['SmartCrowdContest', 'AFGVSAUS', 'WorldCup2019Quiz']",1739,australia  smartcrowdcontest   afgvsaus    worldcup2019quiz 
15,6/2/2019 8:48,Kohli has a thumb injury. Love CRICKET? Follow @BadaCricket and stay updated. #SockThem! #CWC19   #WorldCup2019  #CWC2019 #AFGvsAUS #WIvsPAK #ICCCricketWorldCup2019 #CWC19 #SLvNZ #NZvsSL  #ICCCricketWorldCup #ICC2019 #Kohli #SAvBan #SAvsBAN   #Australia #SouthAfrica #TeamIndia https://t.co/ID9RY9mZjh,b'BadaCricket',"['SockThem', 'CWC19', 'WorldCup2019', 'CWC2019', 'AFGvsAUS', 'WIvsPAK', 'ICCCricketWorldCup2019', 'CWC19', 'SLvNZ', 'NZvsSL', 'ICCCricketWorldCup', 'ICC2019', 'Kohli', 'SAvBan', 'SAvsBAN', 'Australia', 'SouthAfrica', 'TeamIndia']",28,kohli has a thumb injury. love cricket? follow  and stay updated.  sockthem!   cwc19   worldcup2019    cwc2019   afgvsaus   wivspak   icccricketworldcup2019   cwc19  slvnz   nzvssl    icccricketworldcup   icc2019   kohli   savban   savsban   australia   southafrica   teamindia 
16,6/2/2019 8:41,Performed better than PAK and SL.. #AFGvsAUS https://t.co/ZbAu5daWhw,b'VDevotte',['AFGvsAUS'],0,performed better than pak and sl   afgvsaus 
17,6/2/2019 8:05,@sixitsports Australia  #WiNiT with #SiXiT #Contest #Predict #AFGVsAUS #Afghanisthan #Australia #cricket #CWC19 #Bristol #CWC2019 #WorldCupquiz  Join @JainShantilal12 @emNishant @Raghavendra0703 @CHUNMUN143 @chandra_mani38 @sd12dec @agsaha @varun4yaars @dutt_sankar @yashgandhi66 @prachimana,b'KUMARGA18458018',"['WiNiT', 'SiXiT', 'Contest', 'Predict', 'AFGVsAUS', 'Afghanisthan', 'Australia', 'cricket', 'CWC19', 'Bristol', 'CWC2019', 'WorldCupquiz']",66,australia   winit  with  sixit   contest   predict   afgvsaus   afghanisthan   australia   cricket   cwc19   bristol   cwc2019   worldcupquiz   join
18,6/2/2019 7:46,@sixitsports Australia  #WiNiT #SiXiT #Contest #Predict #AFGvsAUS #AfghanAtalan #Australia #cricket #CWC19 #Bristol #CWC2019 #WorldCupquiz Join @khemka_sunny  @subrata_porwal  @ShreedharTolas1,b'sudarshantolas1',"['WiNiT', 'SiXiT', 'Contest', 'Predict', 'AFGvsAUS', 'AfghanAtalan', 'Australia', 'cricket', 'CWC19', 'Bristol', 'CWC2019', 'WorldCupquiz']",36,australia   winit   sixit   contest   predict   afgvsaus   afghanatalan   australia   cricket   cwc19   bristol   cwc2019   worldcupquiz  join
19,6/2/2019 5:41,@cricketaakash sor you have forget to do review of afg vs aus. First mistake from you. #AFGvsAUS #CWC19,b'Nayan96892444',"['AFGvsAUS', 'CWC19']",1,sor you have forget to do review of afg vs aus. first mistake from you.  afgvsaus   cwc19 
20,6/2/2019 4:40,Well played by #AfghanAtalan. Atleast they gave a decent fight for total they put on. Batsmen lacked some experience and patience especially against fast bowlers. You have to give some respect to oposition and play each ball to its merit. Hope they learn quick #CWC19 #AFGvsAUS,b'Cric191',"['AfghanAtalan', 'CWC19', 'AFGvsAUS']",2,well played by  afghanatalan.  atleast they gave a decent fight for total they put on. batsmen lacked some experience and patience especially against fast bowlers. you have to give some respect to oposition and play each ball to its merit. hope they learn quick  cwc19   afgvsaus 
21,6/2/2019 3:33,Australia won by 7 wickets 👏 Player of the Match #AUSvAFG David Warner  #ICCCricketWorldCup2019 #CWC2019 #AUSvsAFG #AFGvsAUS #AFGvAUS https://t.co/Sr3E2RTCzp,b'Kamla__Pasand',"['AUSvAFG', 'ICCCricketWorldCup2019', 'CWC2019', 'AUSvsAFG', 'AFGvsAUS', 'AFGvAUS']",127,australia won by 7 wickets  player of the match  ausvafg  david warner   icccricketworldcup2019   cwc2019   ausvsafg   afgvsaus   afgvaus 
22,6/2/2019 3:20,#CWC19 #AFGvsAUS | Afghanistan captain @GbNaib takes Australia drubbing in his stride  (Via @HTSportsNews)  https://t.co/BjlvoV9Zoc,b'htTweets',"['CWC19', 'AFGvsAUS']",6786108, cwc19   afgvsaus  | afghanistan captain  takes australia drubbing in his stride  (via
23,6/2/2019 2:53,"Between Mohammad Shahzad for Afghanistan last night in #AFGvsAUS at the #CWC2019 and now Ruiz Jr in this #JoshuaRuiz fight, I’m starting to gain confidence that there may yet be time for a professional top-level sports career...   #CouchPotatoHeroes",b'chrismca88',"['AFGvsAUS', 'CWC2019', 'JoshuaRuiz', 'CouchPotatoHeroes']",202,"between mohammad shahzad for afghanistan last night in  afgvsaus  at the  cwc2019  and now ruiz jr in this  joshuaruiz  fight, im starting to gain confidence that there may yet be time for a professional top-level sports career     couchpotatoheroes "
24,6/2/2019 0:41,"First time I’ve paid this much interest in a sports match, but the #AFGvsAUS scores show that #AFG wasn’t far off. Let’s keep it going.",b'LordHotspice',"['AFGvsAUS', 'AFG']",259,"first time ive paid this much interest in a sports match, but the  afgvsaus  scores show that  afg  wasnt far off. lets keep it going."
25,6/2/2019 0:18,"@davidwarner31 only can do that, Comeback match with swollen glute no problem, I will open the innings &amp; I will chase it down said Davey Warner.  #CWC2019  #ComebackMatch #AfgvsAus #match5 https://t.co/eWJ8WeCrVA",b'Onlinecrickets3',"['CWC2019', 'ComebackMatch', 'AfgvsAus', 'match5']",2,"only can do that, comeback match with swollen glute no problem, i will open the innings &amp; i will chase it down said davey warner.   cwc2019    comebackmatch   afgvsaus   match5 "
26,6/1/2019 22:43,Australia had the Afghans 5 for under a 100. They shouldn’t have got to 200. They don’t know how to knock the tail off quick enough. Don’t use enough Yorkers #cwc19 #AFGvsAUS,b'damochandler',"['cwc19', 'AFGvsAUS']",1809,australia had the afghans 5 for under a 100. they shouldnt have got to 200. they dont know how to knock the tail off quick enough. dont use enough yorkers  cwc19   afgvsaus 
27,6/1/2019 22:16,@SmartCrowdAE Australia #WorldCup2019Quiz  #SmartCrowdContest #AfgvsAus,b'Fatema_moi',"['WorldCup2019Quiz', 'SmartCrowdContest', 'AfgvsAus']",37,australia  worldcup2019quiz    smartcrowdcontest   afgvsaus 
28,6/1/2019 21:08,"Such a great play of bouncers by afghan batsman tday! That sound fearlessness in batting, good to see new asian team coming up. #AFGvsAUS #ICCWorldCup2019 #CWC19",b'KARTIK00968039',"['AFGvsAUS', 'ICCWorldCup2019', 'CWC19']",3,"such a great play of bouncers by afghan batsman tday! that sound fearlessness in batting, good to see new asian team coming up.  afgvsaus   iccworldcup2019   cwc19 "
29,6/1/2019 21:01,"@wwos More worrying thing, had Afghanistan 5-77 and let them off the hook to get 207.   Other sides won't be as forgiving on us. #AFGvsAUS #CWC2019",b'DiPolarPilot',"['AFGvsAUS', 'CWC2019']",164,"more worrying thing, had afghanistan 5-77 and let them off the hook to get 207.   other sides won't be as forgiving on us.  afgvsaus   cwc2019 "
30,6/1/2019 21:01,No10 Downing Street has @Number10cat - Bristol County Ground has ‘Bruce’. 🐈 @7_Cannon #AFGvsAUS 🏏 https://t.co/jXTS9i193h,b'hughwhitfeld',['AFGvsAUS'],6229,no10 downing street has  - bristol county ground has bruce.    afgvsaus  
31,6/1/2019 20:47,ICC Cricket World Cup 2019 Match Result...  🇦🇫 207 AFG vs AUS 🇦🇺 209/3 (34.5 Overs)         (AUSTRALIA WON BY 7 WICKETS)  #CJSportsMedia #ICC #CWC2019 #AFGvsAUS https://t.co/oRPoBe1qht,b'CJSportsMedia',"['CJSportsMedia', 'ICC', 'CWC2019', 'AFGvsAUS']",651,icc cricket world cup 2019 match result    207 afg vs aus  209/3 (34.5 overs)         (australia won by 7 wickets)   cjsportsmedia   icc   cwc2019   afgvsaus 
32,6/1/2019 20:47,#AFGvsAUS Finch is back in form.,b'AvalancheBITW',['AFGvsAUS'],22, afgvsaus  finch is back in form.
33,6/1/2019 20:44,AUSTRALIA WIN ICC World Cup : Match 4 - Afghanistan vs Australia Afghanistan:207/10(Overs:38.2) | Australia:209/3(Overs:34.5)  #PrabhuDeva #KingOfDance #AustraliaWin #AFGvsAUS #ICCWorldCup2019 https://t.co/EbOAPK1Iuh,b'prabhudevakingo',"['PrabhuDeva', 'KingOfDance', 'AustraliaWin', 'AFGvsAUS', 'ICCWorldCup2019']",46,australia win icc world cup : match 4 - afghanistan vs australia afghanistan:207/10(overs:38.2) | australia:209/3(overs:34.5)   prabhudeva   kingofdance   australiawin   afgvsaus   iccworldcup2019 
34,6/1/2019 20:41,#uclfinal #tottenham #insidedragons #AFGvsAUS (only legends understand) boys AFTER UCL FINAL 😂 vitals E https://t.co/5RmirhMSXS,b'GoniHarish',"['uclfinal', 'tottenham', 'insidedragons', 'AFGvsAUS']",0, uclfinal   tottenham   insidedragons   afgvsaus  (only legends understand) boys after ucl final  vitals e
35,6/1/2019 20:17,Smith and Warner batting together. This could be tasty #CWC2019 #AFGvsAUS #cwc2019bristol https://t.co/EJxx3rVKrv,b'AdrianBennion',"['CWC2019', 'AFGvsAUS', 'cwc2019bristol']",270,smith and warner batting together. this could be tasty  cwc2019   afgvsaus   cwc2019bristol 
36,6/1/2019 20:14,"No matter if he booed by the crowd the way #DavidWarner played today WOW   He looked proper #ODI's batsmen, not like #T20's player who come and try to hit every other ball   #AUSvsAFG #AUSvAFG #AFGvAUS #AFGvsAUS  #cwc19 #CWC2019",b'AliHasa_n',"['DavidWarner', 'ODI', 'T20', 'AUSvsAFG', 'AUSvAFG', 'AFGvAUS', 'AFGvsAUS', 'cwc19', 'CWC2019']",196,"no matter if he booed by the crowd the way  davidwarner  played today wow   he looked proper  odi's  batsmen, not like  t20's  player who come and try to hit every other ball    ausvsafg   ausvafg   afgvaus   afgvsaus    cwc19   cwc2019 "
37,6/1/2019 20:13,#CWC19   Hope upcoming pitches offer more help to spinners: @GbNaib   MORE HERE: https://t.co/k4ERpEwkZ4 #AFGvsAUS #AUSvAFG #CCWorldCup2019 https://t.co/zxxRaJuX1y,b'cricket_country',"['CWC19', 'AFGvsAUS', 'AUSvAFG', 'CCWorldCup2019']",35843, cwc19    hope upcoming pitches offer more help to spinners:    more here:   afgvsaus   ausvafg   ccworldcup2019 
38,6/1/2019 20:11,"#AFGvsAUS , #ICCCricketWorldCup2019 : #Australia Beat #Afghanistan by 7 Wickets, Twitter Hails #DavidWarner's Innings and #Afghanistan's Fighting Spirit #AUSvAFG #Warner #CWC19 #RashidKhan #Zampa #Cummins #CWC2019WithLatestLY #stevesmith #boos https://t.co/i5JmXGXXpJ",b'latestly',"['AFGvsAUS', 'ICCCricketWorldCup2019', 'Australia', 'Afghanistan', 'DavidWarner', 'Afghanistan', 'AUSvAFG', 'Warner', 'CWC19', 'RashidKhan', 'Zampa', 'Cummins', 'CWC2019WithLatestLY', 'stevesmith', 'boos']",31694," afgvsaus  ,  icccricketworldcup2019  :  australia  beat  afghanistan  by 7 wickets, twitter hails  davidwarner's  innings and  afghanistan's  fighting spirit  ausvafg   warner   cwc19   rashidkhan   zampa   cummins   cwc2019withlatestly   stevesmith   boos "
39,6/1/2019 19:56,A comfortable win for both #NewZealand &amp; #Australia  For SL: Senior players should play with more maturity  AFG should play one more seamer #ICCWorldCup #ICCCricketWorldCup #ICC #ICC2019 #CWC19 #CWC #CricketWorldCup19 #CricketKaCrown #AFGvsAUS #NZvSL #CmonAussie #WC2019 #Warner,b'oye_nilesh',"['NewZealand', 'Australia', 'ICCWorldCup', 'ICCCricketWorldCup', 'ICC', 'ICC2019', 'CWC19', 'CWC', 'CricketWorldCup19', 'CricketKaCrown', 'AFGvsAUS', 'NZvSL', 'CmonAussie', 'WC2019', 'Warner']",79,a comfortable win for both  newzealand  &amp;  australia   for sl: senior players should play with more maturity  afg should play one more seamer  iccworldcup   icccricketworldcup   icc   icc2019   cwc19   cwc   cricketworldcup19   cricketkacrown   afgvsaus   nzvsl   cmonaussie   wc2019   warner 
40,6/1/2019 19:43,"#CWC19   Warner was struggling, but he hung on: @AaronFinch5   MORE HERE: https://t.co/LaHxuNyVVE #AFGvsAUS #AUSvAFG #CCWorldCup2019 https://t.co/2Ck1H2JSf9",b'cricket_country',"['CWC19', 'AFGvsAUS', 'AUSvAFG', 'CCWorldCup2019']",35843," cwc19    warner was struggling, but he hung on:    more here:   afgvsaus   ausvafg   ccworldcup2019 "
41,6/1/2019 18:47,ICC Cricket World Cup 2019 Match 4 Afghanistan vs Australia Afghanistan 207/10 Australia 209/3 Australia won by 7 wickets MOM- David Warner 89*(114) #AFGvsAUS @ICC @CricketAus @davidwarner31 https://t.co/NbsgRWLo0i,b'cricketarticle',['AFGvsAUS'],59,icc cricket world cup 2019 match 4 afghanistan vs australia afghanistan 207/10 australia 209/3 australia won by 7 wickets mom- david warner 89*(114)  afgvsaus 
42,6/1/2019 18:45,ICC Cricket World Cup 2019 Match 4 Afghanistan vs Australia Afghanistan 207/10 Australia 209/3 David Warner 89*(114) Aaron Finch 66(49) Australia won by 7 wickets #AFGvsAUS @ICC @CricketAus @davidwarner31 @AaronFinch5 https://t.co/3syw0wJxrv,b'cricketarticle',['AFGvsAUS'],59,icc cricket world cup 2019 match 4 afghanistan vs australia afghanistan 207/10 australia 209/3 david warner 89*(114) aaron finch 66(49) australia won by 7 wickets  afgvsaus 
43,6/1/2019 18:37,"After #AFGvsAUS, make your #Dream11Team for #SAvBAN!  #CWC19 #CricketWorldCup2019 #ProteaFire #RiseOfTheTigers #Dram11 #Dream11Predictions   https://t.co/s9jA97If53",b'cricadium',"['AFGvsAUS', 'Dream11Team', 'SAvBAN', 'CWC19', 'CricketWorldCup2019', 'ProteaFire', 'RiseOfTheTigers', 'Dram11', 'Dream11Predictions']",156,"after  afgvsaus,  make your  dream11team  for  savban!    cwc19   cricketworldcup2019   proteafire   riseofthetigers   dram11   dream11predictions "
44,6/1/2019 18:32,#AUS won by 7 wickets! Opening wicket should have been taken earlier! It seems like no one can shatter #AUS  if they didnt lose first 4 wickets soon! All are in great form! Esply #Warner #Finch #Smith #Khawaja ! #Warner laam kolappasila irukkaan!!  #AFGvsAUS #CWC19,b'tamizhanlogesh',"['AUS', 'AUS', 'Warner', 'Finch', 'Smith', 'Khawaja', 'Warner', 'AFGvsAUS', 'CWC19']",4912, aus  won by 7 wickets! opening wicket should have been taken earlier! it seems like no one can shatter  aus   if they didnt lose first 4 wickets soon! all are in great form! esply  warner   finch   smith   khawaja  !  warner  laam kolappasila irukkaan!!   afgvsaus   cwc19 
45,6/1/2019 18:30,#AFGvsAUS #CWC2019 #Bristol   Comfortable win for the defending champions ! It isn't a humiliation for Afghanistan either  when compared to thier contemporary Asian teams that have played in this series so far .  Loved Hamid Hassan's spell of 6-0-15-0 with as many as 28 dots. https://t.co/0croYIMOs7,b'KumaranKumanan',"['AFGvsAUS', 'CWC2019', 'Bristol']",448, afgvsaus   cwc2019   bristol    comfortable win for the defending champions ! it isn't a humiliation for afghanistan either  when compared to thier contemporary asian teams that have played in this series so far .  loved hamid hassan's spell of 6-0-15-0 with as many as 28 dots.
46,6/1/2019 18:29,"Is there a rule against giving the MOtM to a bowler? Cummins and Zampa picked 3 wickets each and set the game up and yet it's given to Warner? If it had to be a batsman, it should have been Finch who made a bigger impact. Not sure who is making these decisions. #CWC19 #AFGvsAUS",b'ABCricket19',"['CWC19', 'AFGvsAUS']",56,"is there a rule against giving the motm to a bowler? cummins and zampa picked 3 wickets each and set the game up and yet it's given to warner? if it had to be a batsman, it should have been finch who made a bigger impact. not sure who is making these decisions.  cwc19   afgvsaus "
47,6/1/2019 18:28,#CWC19 #AFGvsAUS @davidwarner31 scored an unbeaten 89 runs in 114 balls https://t.co/HQV2CFSrJy,b'11cricketnews',"['CWC19', 'AFGvsAUS']",747, cwc19   afgvsaus   scored an unbeaten 89 runs in 114 balls
48,6/1/2019 18:23,#CWC19 #AFGvsAUS AFG 207 (38.2) AUS 209/3 (34.5) Australia won by 7 wickets https://t.co/wTlbzjALWs,b'11cricketnews',"['CWC19', 'AFGvsAUS']",747, cwc19   afgvsaus  afg 207 (38.2) aus 209/3 (34.5) australia won by 7 wickets
49,6/1/2019 18:22,From refugee camps to @cricketworldcup .  #AfghanAtalan #AFGvsAUS,b'MA_Mehrabi',"['AfghanAtalan', 'AFGvsAUS']",53,from refugee camps to  .   afghanatalan   afgvsaus 
50,6/1/2019 18:21,"Aus complete the chase easily and win by 7 wickets then. They would be chuffed to see Finch, Warner among the runs. The Afghans showed glimpses of their immense talent but in the end, they were found wanting in all three departments. #CWC19 #AFGvsAUS",b'NorthStandGang',"['CWC19', 'AFGvsAUS']",2603,"aus complete the chase easily and win by 7 wickets then. they would be chuffed to see finch, warner among the runs. the afghans showed glimpses of their immense talent but in the end, they were found wanting in all three departments.  cwc19   afgvsaus "
51,6/1/2019 18:20,Quite Close ;) My Prediction: AFG 210. AUS will get it in 35 ov. Actual: AFG 207. AUS got it in 34.5 ov  #CWC19 #CricketWorldCup #CricketWorldCup2019 #CWC #AFGvAUS  #AFGvsAUS #AUSvAFG #AUSvsAFG,b'CharlieJoe4',"['CWC19', 'CricketWorldCup', 'CricketWorldCup2019', 'CWC', 'AFGvAUS', 'AFGvsAUS', 'AUSvAFG', 'AUSvsAFG']",193,quite close  EMO_POS  my prediction: afg 210. aus will get it in 35 ov. actual: afg 207. aus got it in 34.5 ov   cwc19   cricketworldcup   cricketworldcup2019   cwc   afgvaus    afgvsaus   ausvafg   ausvsafg 
52,6/1/2019 18:19,AUS won  #CWC19 #AFGvAUS #AFGvsAUS https://t.co/Bi6RLodhHk,b'adityasas3',"['CWC19', 'AFGvAUS', 'AFGvsAUS']",363,aus won   cwc19   afgvaus   afgvsaus 
53,6/1/2019 18:13,Only good thing abt Sanju manju commentary is that keeping TV mute during his commentary reduces noise pollution a bit #AUSvAFG #AFGvsAUS #CWC19,b'kst7781',"['AUSvAFG', 'AFGvsAUS', 'CWC19']",64,only good thing abt sanju manju commentary is that keeping tv mute during his commentary reduces noise pollution a bit  ausvafg   afgvsaus   cwc19 
54,6/1/2019 18:10,To think #Afghanistan has the highest innings score so far for any Asian team in the world cup. #AfgVsAus #CWC19,b'ajay_chandar',"['Afghanistan', 'AfgVsAus', 'CWC19']",195,to think  afghanistan  has the highest innings score so far for any asian team in the world cup.  afgvsaus   cwc19 
55,6/1/2019 18:06,"That Afghan wicket keeper is the equivalent of the fat boy at school, in the nets porky #AFGvsAUS #CWC19",b'OG66Gizmo',"['AFGvsAUS', 'CWC19']",1521,"that afghan wicket keeper is the equivalent of the fat boy at school, in the nets porky  afgvsaus   cwc19 "
56,6/1/2019 18:05,"Boring , one sided #AFGvsAUS",b'Mital42850403',['AFGvsAUS'],1,"boring , one sided  afgvsaus "
57,6/1/2019 18:04,"David Warner and Steve Smith 'Booed' by Fans in AFG vs AUS ICC Cricket World Cup Match,Watch Video #AFGvAUS #DavidWarner #SteveSmith #Boos #AFGvsAUS #ICCCricketWorldCup2019 #CWC19 #CWC2019 #CWC2019WithLatestLY #Afghanistan #AfghanAtalan #RashidKhan #Finch  https://t.co/cb4b7iuIPA",b'latestly',"['AFGvAUS', 'DavidWarner', 'SteveSmith', 'Boos', 'AFGvsAUS', 'ICCCricketWorldCup2019', 'CWC19', 'CWC2019', 'CWC2019WithLatestLY', 'Afghanistan', 'AfghanAtalan', 'RashidKhan', 'Finch']",31694,"david warner and steve smith 'booed' by fans in afg vs aus icc cricket world cup match,watch video  afgvaus   davidwarner   stevesmith   boos   afgvsaus   icccricketworldcup2019   cwc19   cwc2019   cwc2019withlatestly   afghanistan   afghanatalan   rashidkhan   finch "
