timestamp,tweet_text,username,all_hashtags,followers_count
6/1/2019 12:09,3rd match will not be fully one sided i guess! #AFG will show tough to #AUS with both bat and ball! Lets wait!!  #AFGvsAUS #CWC19 https://t.co/BH1G2dtj6I,b'tamizhanlogesh',"['AFG', 'AUS', 'AFGvsAUS', 'CWC19']",4912
6/1/2019 12:09,M4: #AFGvAUS #Bristol #1Jun #AUS will win #AFG will score 210 #AUS will get it in 35 ov  #CWC19 #CricketWorldCup #CricketWorldCup2019 #CWC  #AFGvsAUS #AUSvAFG #AUSvsAFG,b'CharlieJoe4',"['AFGvAUS', 'Bristol', '1Jun', 'AUS', 'AFG', 'AUS', 'CWC19', 'CricketWorldCup', 'CricketWorldCup2019', 'CWC', 'AFGvsAUS', 'AUSvAFG', 'AUSvsAFG']",193
6/1/2019 12:08,"#AFGvsAUS , #ICCCWC2019 Toss Report &amp; Playing XI: Afghanistan Wins Toss, Elects to Bat First #AfghanAtalan #Afghanistan #Australia #AFGvAUS #AUSvAFG #AaronFinch #GulbadinNaib #RASHIDKHAN #CWC19 #CWC2019WithLatestLY #CWC2019 #TossReport  https://t.co/ZaOaA4Ft4g",b'latestly',"['AFGvsAUS', 'ICCCWC2019', 'AfghanAtalan', 'Afghanistan', 'Australia', 'AFGvAUS', 'AUSvAFG', 'AaronFinch', 'GulbadinNaib', 'RASHIDKHAN', 'CWC19', 'CWC2019WithLatestLY', 'CWC2019', 'TossReport']",31694
6/1/2019 12:08,That’s just not cricket Gulbadin 🤦🏻‍♂️  #CWC19 #AFGvsAUS https://t.co/myhMVMuxwr,b'johns_matthew',"['CWC19', 'AFGvsAUS']",1981
6/1/2019 12:07,@sixitsports #WiNiT #SiXiT #Contest #Predict #Win #AFGvsAUS #AfghanAtalan    #Australia #cricket #CWC19    #Bristol #CWC2019 #WorldCupquiz Australia  Join @PratikSingh_ @Kirtijaiswal197 @DhanawatNeera @trilok_chand1 @archu_k1 @Vaibhav18164534 @eshad1984 @aakash_beast786 @sangeetha0505,b'priya19909678',"['WiNiT', 'SiXiT', 'Contest', 'Predict', 'Win', 'AFGvsAUS', 'AfghanAtalan', 'Australia', 'cricket', 'CWC19', 'Bristol', 'CWC2019', 'WorldCupquiz']",471
6/1/2019 12:05,"#SL bowled out for 136! One more ""Sappa"" result match! #NZ will get the solid NRR! Lets wait for #AFGvsAUS in few mins!!  #NZvsSL #CWC19",b'tamizhanlogesh',"['SL', 'NZ', 'AFGvsAUS', 'NZvsSL', 'CWC19']",4912
6/1/2019 12:03,@sixitsports #WiNiT #SiXiT #Contest #Predict #Win #AFGvsAUS #AfghanAtalan    #Australia #cricket #CWC19    #Bristol #CWC2019 #WorldCupquiz Australia  Join @PratikSingh_ @Kirtijaiswal197  @trilok_chand1 @archu_k1 @Vaibhav18164534 @priya19909678 @aakash_beast786 @sangeetha0505,b'DhanawatNeera',"['WiNiT', 'SiXiT', 'Contest', 'Predict', 'Win', 'AFGvsAUS', 'AfghanAtalan', 'Australia', 'cricket', 'CWC19', 'Bristol', 'CWC2019', 'WorldCupquiz']",100
6/1/2019 12:01,@sixitsports #WiNiT #SiXiT #Contest #Predict #Win #AFGvsAUS #AfghanAtalan   #Australia #cricket #CWC19   #Bristol #CWC2019 #WorldCupquiz Australia  Join @PratikSingh_ @Kirtijaiswal197 @DhanawatNeera @trilok_chand1 @archu_k1 @Vaibhav18164534 @priya19909678 @aakash_beast786 @sangeetha0505,b'eshad1984',"['WiNiT', 'SiXiT', 'Contest', 'Predict', 'Win', 'AFGvsAUS', 'AfghanAtalan', 'Australia', 'cricket', 'CWC19', 'Bristol', 'CWC2019', 'WorldCupquiz']",128
6/1/2019 11:59,@sixitsports #WiNiT #SiXiT #Contest #Predict #Win #AFGvsAUS #AfghanAtalan  #Australia #cricket #CWC19  #Bristol #CWC2019 #WorldCupquiz Australia  Join @PratikSingh_ @Kirtijaiswal197 @DhanawatNeera @trilok_chand1 @archu_k1 @Vaibhav18164534 @eshad1984 @aakash_beast786 @sangeetha0505,b'CADhanawat',"['WiNiT', 'SiXiT', 'Contest', 'Predict', 'Win', 'AFGvsAUS', 'AfghanAtalan', 'Australia', 'cricket', 'CWC19', 'Bristol', 'CWC2019', 'WorldCupquiz']",75
6/1/2019 11:51,@sixitsports Australia will win today's Match 🇦🇺  #WiNiT #SiXiT #Contest #Predict #win #sixitsports #cricket #CWC19 #oval #CWC2019 #giveaway #alert #WorldCup2019Quiz #AFGvsAUS #AfghanAtalan #Australia https://t.co/d47lLexrvc,b'TamandeepSinghJ',"['WiNiT', 'SiXiT', 'Contest', 'Predict', 'win', 'sixitsports', 'cricket', 'CWC19', 'oval', 'CWC2019', 'giveaway', 'alert', 'WorldCup2019Quiz', 'AFGvsAUS', 'AfghanAtalan', 'Australia']",1348
6/1/2019 11:48,@sixitsports 👉Australia will win..   #WiNiT with #SiXiT #Contest #Predict #AFGVsAUS #Afghanisthan #Australia #cricket #CWC19 #Bristol #CWC2019 #WorldCupquiz  @sixitsports   JOIN FRIENDS @emNishant  @meghaachin  @MunmunD77420711   @mysterioussu  @AbhishekIPLFeak  @CD007_,b'JeetuMaheta',"['WiNiT', 'SiXiT', 'Contest', 'Predict', 'AFGVsAUS', 'Afghanisthan', 'Australia', 'cricket', 'CWC19', 'Bristol', 'CWC2019', 'WorldCupquiz']",298
6/1/2019 11:45,2nd Match Of The Day &amp; Match No 4 Of ICC Cricket World Cup 2019 Where #Afghanistan Takes On #Australia At Bristol #AFGVsAUS #AFG #AUS #LiveUpdates #WorldCup2019 https://t.co/YJnt6w9Nt4,b'live_updatesin',"['Afghanistan', 'Australia', 'AFGVsAUS', 'AFG', 'AUS', 'LiveUpdates', 'WorldCup2019']",44
6/1/2019 11:43,@sixitsports Australia  #WiNiT #SixiT #Contest #Predict #Win @sixitsports #AFGvsAus #AfghanAtalan #Australia #cricket #CWC19 #Bristol #CWC2019 #WorldCupquiz   Join guys @DeeptiJ61542527 @montu13713 @RuchikaJain89 @Dikshit36302737 @DilipPampatwar,b'Shailes78836957',"['WiNiT', 'SixiT', 'Contest', 'Predict', 'Win', 'AFGvsAus', 'AfghanAtalan', 'Australia', 'cricket', 'CWC19', 'Bristol', 'CWC2019', 'WorldCupquiz']",633
6/1/2019 11:36,#cwc19 #afgvsaus @ Bristol County Ground https://t.co/hqsnTooZWa,b'Deb9902',"['cwc19', 'afgvsaus']",27
6/1/2019 11:30,@sixitsports Australia will win  😍😍😍🏆🏆🏆🏏🏏🏏 Join frnds @mr_tarai02  @mini1619  @RishiSinha1615  #WiNiT  #SiXiT #Contest #Predict  #Win @sixitsports #AFGvsAUS #AfghanAtalan #Australia #cricket #CWC19 #Bristol #CWC2019 #WorldCupquiz,b'jadumani_tarai',"['WiNiT', 'SiXiT', 'Contest', 'Predict', 'Win', 'AFGvsAUS', 'AfghanAtalan', 'Australia', 'cricket', 'CWC19', 'Bristol', 'CWC2019', 'WorldCupquiz']",131
6/1/2019 11:30,"World Cup 2019 Match 4, AFGH vs AUS Dream11 prediction: Top players for the Afghanistan vs Australia ODI #CWC19 #AFGvsAUS  https://t.co/Alhmqw0AAX",b'gqindia',"['CWC19', 'AFGvsAUS']",591341
6/1/2019 11:28,@sixitsports 🇦🇺Australia will win 🏆 #WiNiT  #SiXiT #Contest #Predict  #Win @sixitsports #AFGvsAUS #AfghanAtalan #Australia #cricket #CWC19 #Bristol #CWC2019 #WorldCupquiz Join @DivzArjun @AmbaMonika @sanchitabhartiy @Rahulrahs @Raghavendra0703 @yashgandhi66 @prashpatel_ @spokenatlast https://t.co/23UO5ognNQ,b'KishenManocha6',"['WiNiT', 'SiXiT', 'Contest', 'Predict', 'Win', 'AFGvsAUS', 'AfghanAtalan', 'Australia', 'cricket', 'CWC19', 'Bristol', 'CWC2019', 'WorldCupquiz']",98
6/1/2019 11:21,Fab seats #cwc19 #afgvsaus @ Bristol County Ground https://t.co/YXAJBlCS9u,b'Deb9902',"['cwc19', 'afgvsaus']",27
6/1/2019 11:20,@sixitsports Australia  #WiNiT #SixiT #Contest #Predict #Win @sixitsports #AFGvsAus #AfghanAtalan #Australia #cricket #CWC19 #Bristol #CWC2019 #WorldCupquiz  Join in guys  @jadumani_tarai  @Nitish_nix  @witty_vishal  @gopalsanthosh0  @Sagar1raut  @abhisingh_95  @pari0275  @saurabhsuranaj5,b'shivams009',"['WiNiT', 'SixiT', 'Contest', 'Predict', 'Win', 'AFGvsAus', 'AfghanAtalan', 'Australia', 'cricket', 'CWC19', 'Bristol', 'CWC2019', 'WorldCupquiz']",142
6/1/2019 11:18,@sixitsports Ans - AUSTRALIA🇦🇺   #WINIT #SIXIT #Contest #Predict #AFGvsAUS  @sixitsports #CWC19  #WorldCupquiz  JOIN - @HimanshuRijhwa3 @Zaaid08 @Sana_Tokre @kapil_vinayak_ @Sanjiv_34  @sujith_777  @Sandeeppalo_13  @Singh3315V  @sarita90501  @bold_kitten @angeleyess4uin  @NehaManocha7,b'wasimkhan627',"['WINIT', 'SIXIT', 'Contest', 'Predict', 'AFGvsAUS', 'CWC19', 'WorldCupquiz']",388
6/1/2019 11:18,@indiabet Australia will be the winner of the game  #PredictCWC19Winner #SuperSaturday #cricket #AFGvsAUS #CWC19 #WorldCup #ContestAlert #PredictAndWin,b'porwal_shilpi',"['PredictCWC19Winner', 'SuperSaturday', 'cricket', 'AFGvsAUS', 'CWC19', 'WorldCup', 'ContestAlert', 'PredictAndWin']",1278
6/1/2019 11:16,@sixitsports Australia  #WiNiT #SixiT #Contest #Predict #Win @sixitsports #AFGvsAus #AfghanAtalan #Australia #cricket #CWC19 #Bristol #CWC2019 #WorldCupquiz  Join @HimanshuRijhwa3  @pavangaulkar14  @witty_vishal  @Jay_parmar17,b'G_hsr7',"['WiNiT', 'SixiT', 'Contest', 'Predict', 'Win', 'AFGvsAus', 'AfghanAtalan', 'Australia', 'cricket', 'CWC19', 'Bristol', 'CWC2019', 'WorldCupquiz']",700
6/1/2019 11:14,"ICC Cricket World Cup 2019 Match 4 Afghanistan vs Australia At Bristol County Ground, Bristol 6.00pm IST #AFGvsAUS @ICC @ACBofficials @CricketAus @cricketworldcup @StarSportsIndia https://t.co/DHYVFognca",b'cricketarticle',['AFGvsAUS'],59
6/1/2019 11:05,@sixitsports Australia  #WiNiT #SixiT #Contest #Predict #Win @sixitsports #AFGvsAus #AfghanAtalan #Australia #cricket #CWC19 #Bristol #CWC2019 #WorldCupquiz  Join @Im_KingSlayer @sengodan4 @Sandeeppalo_13 @HimanshuRijhwa3 @karan875 @Zaaid08 @kapil_vinayak_ @wasimkhan627 @prashpatel_ @G_hsr7,b'Sanjiv_34',"['WiNiT', 'SixiT', 'Contest', 'Predict', 'Win', 'AFGvsAus', 'AfghanAtalan', 'Australia', 'cricket', 'CWC19', 'Bristol', 'CWC2019', 'WorldCupquiz']",1422
6/1/2019 11:04,@sixitsports Australia  #WiNiT with #SiXiT #Contest #Predict #AFGVsAUS #Afghanisthan #Australia #cricket #CWC19 #Bristol #CWC2019 #WorldCupquiz  @sixitsports  @RajuGar21474562  @Dasavi7  @BMukherjee99  @Poulomi11311553  @Anirban97846452  @prince3091,b'MGangulian',"['WiNiT', 'SiXiT', 'Contest', 'Predict', 'AFGVsAUS', 'Afghanisthan', 'Australia', 'cricket', 'CWC19', 'Bristol', 'CWC2019', 'WorldCupquiz']",11
6/1/2019 11:02,"#AfgvsAus  My prediction: #AaronFinch 🇦🇺will win comfortably on #GulbadinNaib team🇦🇫  Team score : nearly 300  3 50+ , 1 100+ score , 2 3-wicket hauls expected  Rashid, nabi, afghan, Maxwell,Smith,behrondoff performs well  #AfghanAtalan #CWC19 @cricketworldcup #CmonAussie",b'Avinashreddy101',"['AfgvsAus', 'AaronFinch', 'GulbadinNaib', 'AfghanAtalan', 'CWC19', 'CmonAussie']",37
6/1/2019 10:54,@hungreeminds1 Steve Smith  #icc #iccworldcup2019 #cricketworldcup #australia #afghanistan #afgvsaus #afghanistanvsaustralia,b'YATEESH20554648',"['icc', 'iccworldcup2019', 'cricketworldcup', 'australia', 'afghanistan', 'afgvsaus', 'afghanistanvsaustralia']",4
6/1/2019 10:40,@sixitsports Australia   #WiNiT #SiXiT #Contest #Predict #win #sixitsports #cricket #CWC19   #oval #CWC2019 #giveaway #alert #WorldCup2019Quiz #AFGvsAUS #AfghanAtalan   #Australia   Join @Tanishsanghvi  @dhiran116  @pritz07_mehta  @jigaradani42  @miteshcr7,b'chiragcj14',"['WiNiT', 'SiXiT', 'Contest', 'Predict', 'win', 'sixitsports', 'cricket', 'CWC19', 'oval', 'CWC2019', 'giveaway', 'alert', 'WorldCup2019Quiz', 'AFGvsAUS', 'AfghanAtalan', 'Australia']",3940
6/1/2019 10:38,@sixitsports @sixitsports   ✔  AUSTRALIA  ✔  #WiNiT #SiXiT #AFGvsAUS #AfghanAtalan #Australia #cricket #CWC19 #Bristol #CWC2019 #WorldCupquiz   JOIN - @Sagar1raut @bhelman9,b'rdp_5054',"['WiNiT', 'SiXiT', 'AFGvsAUS', 'AfghanAtalan', 'Australia', 'cricket', 'CWC19', 'Bristol', 'CWC2019', 'WorldCupquiz']",68
6/1/2019 10:36,@sixitsports Australia  #WiNiT with #SiXiT #Contest #Predict #AFGVsAUS #Afghanisthan #Australia #cricket #CWC19 #Bristol #CWC2019 #WorldCupquiz  Join @payalsinghal  @piyushpuri12  @porwal_sarika,b'SonamjitKaur',"['WiNiT', 'SiXiT', 'Contest', 'Predict', 'AFGVsAUS', 'Afghanisthan', 'Australia', 'cricket', 'CWC19', 'Bristol', 'CWC2019', 'WorldCupquiz']",1353
6/1/2019 10:30,@sixitsports Australia will win  #WiNiT  #SiXiT #Contest #Predict  #Win @sixitsports #AFGvsAUS #AfghanAtalan #Australia #cricket #CWC19 #Bristol #CWC2019 #WorldCupquiz  Join @Immatrika   @joshiflabour  @siva99999 @sai99911  @imran81377279   @pprem3071 @Kveerab52860223,b'avivishnu9',"['WiNiT', 'SiXiT', 'Contest', 'Predict', 'Win', 'AFGvsAUS', 'AfghanAtalan', 'Australia', 'cricket', 'CWC19', 'Bristol', 'CWC2019', 'WorldCupquiz']",34
6/1/2019 10:30,ICC World Cup 2019 Match 4 – AFGH vs AUS: Match Preview &amp; Playing 11 for the Afghanistan vs Australia ODI #CWC #AFGvsAUS https://t.co/sVN5uoJxYw,b'gqindia',"['CWC', 'AFGvsAUS']",591341
6/1/2019 10:29,@sixitsports Australia #WiNiT with #SiXiT #Contest #Predict #AFGVsAUS #Afghanisthan #Australia #cricket #CWC19 #Bristol #CWC2019 #WorldCupquiz,b'varun4yaars',"['WiNiT', 'SiXiT', 'Contest', 'Predict', 'AFGVsAUS', 'Afghanisthan', 'Australia', 'cricket', 'CWC19', 'Bristol', 'CWC2019', 'WorldCupquiz']",3885
6/1/2019 10:28,@sixitsports Australia  #WiNiT #SiXiT #Contest #Predict #win #sixitsports #cricket #CWC19 #oval #CWC2019 #giveaway #alert #WorldCup2019Quiz #AFGvsAUS #AfghanAtalan #Australia   Join in  @coool_kashish  @Sana_Tokre  @Raahi_supergirl  @stopthestart,b'ShantiVB6',"['WiNiT', 'SiXiT', 'Contest', 'Predict', 'win', 'sixitsports', 'cricket', 'CWC19', 'oval', 'CWC2019', 'giveaway', 'alert', 'WorldCup2019Quiz', 'AFGvsAUS', 'AfghanAtalan', 'Australia']",86
6/1/2019 10:25,"@sixitsports Australia will win #WiNiT #SiXiT #Contest #Predict #maximum #Wickets #Like, #Share, #tag #AFGVsAUS #Afghanisthan #Australia #cricket #CWC19 #Wales #CWC2019 #WorldCupquiz Tagged @IfraAlam",b'AsifSoh14464332',"['WiNiT', 'SiXiT', 'Contest', 'Predict', 'maximum', 'Wickets', 'Like', 'Share', 'tag', 'AFGVsAUS', 'Afghanisthan', 'Australia', 'cricket', 'CWC19', 'Wales', 'CWC2019', 'WorldCupquiz']",9
6/1/2019 10:25,@sixitsports Australia will Win  #WiNiT  #SiXiT #Contest #Predict  #Win @sixitsports #AFGvsAUS #AfghanAtalan #Australia #cricket #CWC19 #Bristol #CWC2019 #WorldCupquiz  Join @sreevijaya23 @prasadd203 @Vidisha_vyas @MaliSathi @aryarr41 @mayusravs,b'Lavannyapinky',"['WiNiT', 'SiXiT', 'Contest', 'Predict', 'Win', 'AFGvsAUS', 'AfghanAtalan', 'Australia', 'cricket', 'CWC19', 'Bristol', 'CWC2019', 'WorldCupquiz']",328
6/1/2019 10:25,@sixitsports Australia  #WiNiT #SiXiT #Contest #Predict #Win  #AFGvsAUS #AfghanAtalan  #Australia #cricket #CWC19 #Bristol #CWC2019 #WorldCupquiz  Join @Shashan26798724  @Vaibhav17m  @sapkal_kuldeep,b'miiprashant',"['WiNiT', 'SiXiT', 'Contest', 'Predict', 'Win', 'AFGvsAUS', 'AfghanAtalan', 'Australia', 'cricket', 'CWC19', 'Bristol', 'CWC2019', 'WorldCupquiz']",19
6/1/2019 10:18,@sixitsports Australia  #WiNiT with #SiXiT #Contest #Predict #AFGVsAUS #Afghanisthan #Australia #cricket #CWC19 #Bristol #CWC2019 #WorldCupquiz  Join @JainShantilal12 @emNishant @Raghavendra0703 @CHUNMUN143 @chandra_mani38 @sd12dec @agsaha @varun4yaars @dutt_sankar @yashgandhi66 @prachimana,b'toposant55',"['WiNiT', 'SiXiT', 'Contest', 'Predict', 'AFGVsAUS', 'Afghanisthan', 'Australia', 'cricket', 'CWC19', 'Bristol', 'CWC2019', 'WorldCupquiz']",4245
6/1/2019 10:14,@sixitsports Australia. #SiXiT #AFGvsAUS  @Rev78714943 @Srini170598 @S_sanjai,b'sunilpunk97',"['SiXiT', 'AFGvsAUS']",38
6/1/2019 10:10,@sixitsports Australia will win  #WiNiT  #SiXiT #Contest #Predict  #Win   @sixitsports   #AFGvsAUS #AfghanAtalan #Australia #cricket #CWC19 #Bristol #CWC2019 #WorldCupquiz  Join friends @MayurMa46334426  @Rupalpiya  @pppppiya,b'GadhiyaHemali',"['WiNiT', 'SiXiT', 'Contest', 'Predict', 'Win', 'AFGvsAUS', 'AfghanAtalan', 'Australia', 'cricket', 'CWC19', 'Bristol', 'CWC2019', 'WorldCupquiz']",56
6/1/2019 10:09,@sixitsports #WiNiT  #SiXiT AUSTRALIA #Contest #Predict  #Win @sixitsports  #AFGvsAUS #AfghanAtalan #Australia #cricket #CWC19 #Bristol #CWC2019 #WorldCupquiz   Join @prachimana @mysterioussu @Dheerajverma20,b'rajeevkshitij',"['WiNiT', 'SiXiT', 'Contest', 'Predict', 'Win', 'AFGvsAUS', 'AfghanAtalan', 'Australia', 'cricket', 'CWC19', 'Bristol', 'CWC2019', 'WorldCupquiz']",709
6/1/2019 10:09,@sixitsports AUSTRALIA #WiNiT  #SiXiT #Contest #Predict #Win  @sixitsports  #AFGvsAUS #AfghanAtalan #Australia #cricket #CWC19 #Bristol #CWC2019 #WorldCupquiz join @PriyadarshiDa55 @vijjusanju1 @Jit418,b'prashanth_geeky',"['WiNiT', 'SiXiT', 'Contest', 'Predict', 'Win', 'AFGvsAUS', 'AfghanAtalan', 'Australia', 'cricket', 'CWC19', 'Bristol', 'CWC2019', 'WorldCupquiz']",2603
6/1/2019 10:09,@sixitsports Australia will win.  #WiNiT  #SiXiT #Contest #Predict  #Win  @sixitsports  #AFGvsAUS #AfghanAtalan #Australia #cricket #CWC19 #Bristol #CWC2019 #WorldCupquiz  Join @yoloviee @rehanak55 @renuabedin,b'ImtiyazS_',"['WiNiT', 'SiXiT', 'Contest', 'Predict', 'Win', 'AFGvsAUS', 'AfghanAtalan', 'Australia', 'cricket', 'CWC19', 'Bristol', 'CWC2019', 'WorldCupquiz']",123
6/1/2019 10:08,@sixitsports Australia will win  #WiNiT  #SiXiT #Contest #Predict  #Win  @sixitsports  #AFGvsAUS #AfghanAtalan #Australia #cricket #CWC19 #Bristol #CWC2019 #WorldCupquiz  Join @NiteshBhoyar82 @sanjayjoshii @Ramprasad43,b'Sankesh995',"['WiNiT', 'SiXiT', 'Contest', 'Predict', 'Win', 'AFGvsAUS', 'AfghanAtalan', 'Australia', 'cricket', 'CWC19', 'Bristol', 'CWC2019', 'WorldCupquiz']",245
6/1/2019 10:07,"@sixitsports Australia will win #WiNiT #SiXiT #Contest #Predict #maximum #Wickets #Like, #Share, #tag #AFGVsAUS #Afghanisthan #Australia #cricket #CWC19 #Wales #CWC2019 #WorldCupquiz @sixitsports  Join  @InvisibleIndra  @BirjuDamani  @shubham599gupta  @Sharat1906  @SubhaSh00403037",b'PritiNivoriya',"['WiNiT', 'SiXiT', 'Contest', 'Predict', 'maximum', 'Wickets', 'Like', 'Share', 'tag', 'AFGVsAUS', 'Afghanisthan', 'Australia', 'cricket', 'CWC19', 'Wales', 'CWC2019', 'WorldCupquiz']",2698
6/1/2019 10:02,@sixitsports Australia will win todays match #WiNiT #SiXiT #Contest #Predict #Win  #AFGvsAUS #AfghanAtalan #Australia #cricket #CWC19 #Bristol #CWC2019 #WorldCupquiz,b'iambhavik89',"['WiNiT', 'SiXiT', 'Contest', 'Predict', 'Win', 'AFGvsAUS', 'AfghanAtalan', 'Australia', 'cricket', 'CWC19', 'Bristol', 'CWC2019', 'WorldCupquiz']",116
6/1/2019 10:00,@sixitsports *･ﾟ  🎀  𝒜𝒩𝒮𝒲𝐸𝑅 )- 𝒜𝓊𝓈𝓉𝓇𝒶𝓁𝒾𝒶 𝓌𝒾𝓁𝓁 𝓌𝒾𝓃  🎀  ﾟ･*  #WiNiT  #SiXiT #Contest #Predict  #Win  @sixitsports  #AFGvsAUS #AfghanAtalan #Australia #cricket #CWC19 #Bristol #CWC2019 #WorldCupquiz,b'rajput_2212',"['WiNiT', 'SiXiT', 'Contest', 'Predict', 'Win', 'AFGvsAUS', 'AfghanAtalan', 'Australia', 'cricket', 'CWC19', 'Bristol', 'CWC2019', 'WorldCupquiz']",175
6/1/2019 10:00,"Afghanistan team for World Cup 2019: List of players, match timings &amp; schedule for AFG at the ICC CWC #CWC19 #AFGvsAUS   https://t.co/Zy7GVFhc1w",b'gqindia',"['CWC19', 'AFGvsAUS']",591341
6/1/2019 9:59,@sixitsports Australia will win  #WiNiT  #SiXiT #Contest #Predict  #Win  @sixitsports  #AFGvsAUS #AfghanAtalan #Australia #cricket #CWC19 #Bristol #CWC2019 #WorldCupquiz,b'Usha_Srivastava',"['WiNiT', 'SiXiT', 'Contest', 'Predict', 'Win', 'AFGvsAUS', 'AfghanAtalan', 'Australia', 'cricket', 'CWC19', 'Bristol', 'CWC2019', 'WorldCupquiz']",814
6/1/2019 9:57,@sixitsports Australia  #WiNiT  #SiXiT #Contest #Predict  #Win  @sixitsports  #AFGvsAUS #AfghanAtalan #Australia #cricket #CWC19 #Bristol #CWC2019 #WorldCupquiz  Join  @ajay @vijay,b'ContestLover45',"['WiNiT', 'SiXiT', 'Contest', 'Predict', 'Win', 'AFGvsAUS', 'AfghanAtalan', 'Australia', 'cricket', 'CWC19', 'Bristol', 'CWC2019', 'WorldCupquiz']",9
6/1/2019 9:57,Afghanistan gear up to take on the defending champions Australia on Saturday. Which team will emerge victorious? Read: #2019CWC #CWC2019 #AFGvsAUS #AFG #AUS  CWC 2019 Afghanistan vs Australia Match Prediction - What will be the result? - CricWizz https://t.co/IWWw5ixFl4,b'CricWizz',"['2019CWC', 'CWC2019', 'AFGvsAUS', 'AFG', 'AUS']",8413
6/1/2019 9:57,@sixitsports Australia  #WiNiT  #SiXiT #Contest #Predict  #Win  @sixitsports  #AFGvsAUS #AfghanAtalan #Australia #cricket #CWC19 #Bristol #CWC2019 #WorldCupquiz  Join  @ajay @vijay,b'NikulChudasama1',"['WiNiT', 'SiXiT', 'Contest', 'Predict', 'Win', 'AFGvsAUS', 'AfghanAtalan', 'Australia', 'cricket', 'CWC19', 'Bristol', 'CWC2019', 'WorldCupquiz']",127
6/1/2019 9:56,@sixitsports Australia  #WiNiT  #SiXiT #Contest #Predict  #Win  @sixitsports  #AFGvsAUS #AfghanAtalan #Australia #cricket #CWC19 #Bristol #CWC2019 #WorldCupquiz  Join  @ajay @vijay,b'Priyanka_IPL12',"['WiNiT', 'SiXiT', 'Contest', 'Predict', 'Win', 'AFGvsAUS', 'AfghanAtalan', 'Australia', 'cricket', 'CWC19', 'Bristol', 'CWC2019', 'WorldCupquiz']",12
6/1/2019 9:56,@sixitsports Australia will win  #WiNiT  #SiXiT #Contest #Predict  #Win  @sixitsports  #AFGvsAUS #AfghanAtalan #Australia #cricket #CWC19 #Bristol #CWC2019 #WorldCupquiz,b'Pareek197',"['WiNiT', 'SiXiT', 'Contest', 'Predict', 'Win', 'AFGvsAUS', 'AfghanAtalan', 'Australia', 'cricket', 'CWC19', 'Bristol', 'CWC2019', 'WorldCupquiz']",127
6/1/2019 9:56,@sixitsports Australia  #WiNiT  #SiXiT #Contest #Predict  #Win  @sixitsports  #AFGvsAUS #AfghanAtalan #Australia #cricket #CWC19 #Bristol #CWC2019 #WorldCupquiz  Join  @ajay @vijay,b'Sachin_Jol',"['WiNiT', 'SiXiT', 'Contest', 'Predict', 'Win', 'AFGvsAUS', 'AfghanAtalan', 'Australia', 'cricket', 'CWC19', 'Bristol', 'CWC2019', 'WorldCupquiz']",4
6/1/2019 9:56,@sixitsports Australia  #WiNiT  #SiXiT #Contest #Predict  #Win  @sixitsports  #AFGvsAUS #AfghanAtalan #Australia #cricket #CWC19 #Bristol #CWC2019 #WorldCupquiz  Join  @ajay @vijay,b'MaliniKharwa',"['WiNiT', 'SiXiT', 'Contest', 'Predict', 'Win', 'AFGvsAUS', 'AfghanAtalan', 'Australia', 'cricket', 'CWC19', 'Bristol', 'CWC2019', 'WorldCupquiz']",27
6/1/2019 9:55,@sixitsports Australia will win  #WiNiT  #SiXiT #Contest #Predict  #Win  @sixitsports  #AFGvsAUS #AfghanAtalan #Australia #cricket #CWC19 #Bristol #CWC2019 #WorldCupquiz  Join  @ajay @vijay,b'Mohini_Love',"['WiNiT', 'SiXiT', 'Contest', 'Predict', 'Win', 'AFGvsAUS', 'AfghanAtalan', 'Australia', 'cricket', 'CWC19', 'Bristol', 'CWC2019', 'WorldCupquiz']",12
6/1/2019 9:55,@sixitsports Australia win 🏏❤👍🏏 #WiNiT  #SiXiT #Contest #Predict  #Win @sixitsports #AFGvsAUS #AfghanAtalan #Australia #cricket #CWC19 #Bristol #CWC2019 #WorldCupquiz tag @LaxmanMane18  @KamleshSatpute2  @savaleumesh8151  @Vaibhav52403887  @Vikrammane55  @iamAsk2019  @ShailajaMane2,b'ShailajaMane2',"['WiNiT', 'SiXiT', 'Contest', 'Predict', 'Win', 'AFGvsAUS', 'AfghanAtalan', 'Australia', 'cricket', 'CWC19', 'Bristol', 'CWC2019', 'WorldCupquiz']",76
6/1/2019 9:55,@sixitsports Australia will win  #WiNiT  #SiXiT #Contest #Predict  #Win  @sixitsports  #AFGvsAUS #AfghanAtalan #Australia #cricket #CWC19 #Bristol #CWC2019 #WorldCupquiz,b'3Madhvi',"['WiNiT', 'SiXiT', 'Contest', 'Predict', 'Win', 'AFGvsAUS', 'AfghanAtalan', 'Australia', 'cricket', 'CWC19', 'Bristol', 'CWC2019', 'WorldCupquiz']",1015
6/1/2019 9:55,@sixitsports Australia will win  #WiNiT  #SiXiT #Contest #Predict  #Win  @sixitsports  #AFGvsAUS #AfghanAtalan #Australia #cricket #CWC19 #Bristol #CWC2019 #WorldCupquiz  Join  @ajay @vijay,b'Priti_Rathod1',"['WiNiT', 'SiXiT', 'Contest', 'Predict', 'Win', 'AFGvsAUS', 'AfghanAtalan', 'Australia', 'cricket', 'CWC19', 'Bristol', 'CWC2019', 'WorldCupquiz']",19
